SELECT
    ROUND(psfFlux, -4) AS bucket,
    COUNT(*) AS COUNT
FROM DeepSource
GROUP BY bucket;
+--------+----------+
| bucket | COUNT    |
|     2540000 |        164 |
|     2550000 |        189 |
|     2560000 |        165 |
|     2570000 |        157 |
|     2580000 |        166 |
|     2590000 |        181 |
|     2600000 |        160 |
|     2610000 |        155 |
|     2620000 |        142 |
|     2630000 |        138 |
|     2640000 |        150 |
|     2650000 |        178 |
|     2660000 |        151 |
|     2670000 |        143 |
|     2680000 |        137 |
|     2690000 |        141 |
|     2700000 |        124 |
|     2710000 |        124 |
|     2720000 |        140 |
|     2730000 |        150 |
|     2740000 |        136 |
|     2750000 |        125 |
|     2760000 |        132 |
|     2770000 |        121 |
|     2780000 |        152 |
|     2790000 |        117 |
|     2800000 |        109 |
|     2810000 |        111 |
|     2820000 |        119 |
|     2830000 |        120 |
|     2840000 |        112 |
|     2850000 |         89 |
|     2860000 |        117 |
|     2870000 |         70 |
|     2880000 |         84 |
|     2890000 |        103 |
|     2900000 |         89 |
|     2910000 |         89 |
|     2920000 |        100 |
|     2930000 |         91 |
|     2940000 |         89 |
|     2950000 |         87 |
|     2960000 |         92 |
|     2970000 |         80 |
|     2980000 |         60 |
|     2990000 |         80 |
|     3000000 |         81 |
|     3010000 |         60 |
|     3020000 |         78 |
|     3030000 |         68 |
|     3040000 |         64 |
|     3050000 |         54 |
|     3060000 |         63 |
|     3070000 |         78 |
|     3080000 |         73 |
|     3090000 |         47 |
|     3100000 |         50 |
|     3110000 |         70 |
|     3120000 |         65 |
|     3130000 |         58 |
|     3140000 |         60 |
|     3150000 |         50 |
|     3160000 |         60 |
|     3170000 |         49 |
|     3180000 |         50 |
|     3190000 |         57 |
|     3200000 |         56 |
|     3210000 |         54 |
|     3220000 |         52 |
|     3230000 |         48 |
|     3240000 |         43 |
|     3250000 |         42 |
|     3260000 |         37 |
|     3270000 |         37 |
|     3280000 |         46 |
|     3290000 |         43 |
|     3300000 |         41 |
|     3310000 |         38 |
|     3320000 |         32 |
|     3330000 |         33 |
|     3340000 |         47 |
|     3350000 |         39 |
|     3360000 |         36 |
|     3370000 |         34 |
|     3380000 |         49 |
|     3390000 |         35 |
|     3400000 |         38 |
|     3410000 |         34 |
|     3420000 |         28 |
|     3430000 |         24 |
|     3440000 |         27 |
|     3450000 |         34 |
|     3460000 |         30 |
|     3470000 |         20 |
|     3480000 |         26 |
|     3490000 |         29 |
|     3500000 |         24 |
|     3510000 |         20 |
|     3520000 |         21 |
|     3530000 |         16 |
|     3540000 |         30 |
|     3550000 |         19 |
|     3560000 |         30 |
|     3570000 |         23 |
|     3580000 |         22 |
|     3590000 |         21 |
|     3600000 |         21 |
|     3610000 |         30 |
|     3620000 |         23 |
|     3630000 |         24 |
|     3640000 |         22 |
|     3650000 |         29 |
|     3660000 |         18 |
|     3670000 |         19 |
|     3680000 |         19 |
|     3690000 |         24 |
|     3700000 |         16 |
|     3710000 |         16 |
|     3720000 |         16 |
|     3730000 |         18 |
|     3740000 |         19 |
|     3750000 |         16 |
|     3760000 |         14 |
|     3770000 |         15 |
|     3780000 |         10 |
|     3790000 |         17 |
|     3800000 |         17 |
|     3810000 |         14 |
|     3820000 |         13 |
|     3830000 |         15 |
|     3840000 |         15 |
|     3850000 |         16 |
|     3860000 |         14 |
|     3870000 |         13 |
|     3880000 |         14 |
|     3890000 |         16 |
|     3900000 |         16 |
|     3910000 |          9 |
|     3920000 |         14 |
|     3930000 |         15 |
|     3940000 |         12 |
|     3950000 |          8 |
|     3960000 |          6 |
|     3970000 |         11 |
|     3980000 |          9 |
|     3990000 |          9 |
|     4000000 |         10 |
|     4010000 |          9 |
|     4020000 |         11 |
|     4030000 |          7 |
|     4040000 |         12 |
|     4050000 |         16 |
|     4060000 |          9 |
|     4070000 |          5 |
|     4080000 |         10 |
|     4090000 |          9 |
|     4100000 |          7 |
|     4110000 |         13 |
|     4120000 |          8 |
|     4130000 |          7 |
|     4140000 |          5 |
|     4150000 |          9 |
|     4160000 |          7 |
|     4170000 |         14 |
|     4180000 |          6 |
|     4190000 |          9 |
|     4200000 |          9 |
|     4210000 |         10 |
|     4220000 |          6 |
|     4230000 |         10 |
|     4240000 |          6 |
|     4250000 |          6 |
|     4260000 |          7 |
|     4270000 |          6 |
|     4280000 |          1 |
|     4290000 |          5 |
|     4300000 |          4 |
|     4310000 |          8 |
|     4320000 |          9 |
|     4330000 |          2 |
|     4340000 |          3 |
|     4350000 |          5 |
|     4360000 |          5 |
|     4370000 |          7 |
|     4380000 |          7 |
|     4390000 |          5 |
|     4400000 |          5 |
|     4410000 |          4 |
|     4420000 |          9 |
|     4430000 |          5 |
|     4440000 |          4 |
|     4450000 |          3 |
|     4460000 |          5 |
|     4470000 |          7 |
|     4480000 |          7 |
|     4490000 |          2 |
|     4500000 |          3 |
|     4510000 |          2 |
|     4520000 |          7 |
|     4540000 |          1 |
|     4550000 |          1 |
|     4560000 |          4 |
|     4570000 |          2 |
|     4580000 |         10 |
|     4590000 |          5 |
|     4600000 |          4 |
|     4610000 |          4 |
|     4620000 |          6 |
|     4630000 |          2 |
|     4640000 |          5 |
|     4650000 |          3 |
|     4660000 |          4 |
|     4670000 |          8 |
|     4680000 |          4 |
|     4690000 |          3 |
|     4700000 |         10 |
|     4710000 |          2 |
|     4720000 |          1 |
|     4730000 |          1 |
|     4740000 |          3 |
|     4760000 |          4 |
|     4770000 |          2 |
|     4780000 |          3 |
|     4790000 |          3 |
|     4800000 |          2 |
|     4810000 |          2 |
|     4820000 |          3 |
|     4830000 |          2 |
|     4840000 |          3 |
|     4850000 |          1 |
|     4860000 |          1 |
|     4870000 |          2 |
|     4880000 |          1 |
|     4890000 |          3 |
|     4900000 |          1 |
|     4920000 |          2 |
|     4930000 |          4 |
|     4940000 |          2 |
|     4950000 |          2 |
|     4960000 |          2 |
|     4970000 |          2 |
|     4980000 |          3 |
|     4990000 |          3 |
|     5000000 |          2 |
|     5010000 |          1 |
|     5020000 |          5 |
|     5030000 |          3 |
|     5040000 |          1 |
|     5050000 |          1 |
|     5060000 |          1 |
|     5070000 |          4 |
|     5080000 |          1 |
|     5100000 |          2 |
|     5110000 |          2 |
|     5120000 |          1 |
|     5130000 |          1 |
|     5140000 |          1 |
|     5150000 |          1 |
|     5170000 |          2 |
|     5180000 |          2 |
|     5210000 |          1 |
|     5220000 |          2 |
|     5230000 |          2 |
|     5240000 |          4 |
|     5250000 |          2 |
|     5260000 |          1 |
|     5270000 |          1 |
|     5300000 |          1 |
|     5320000 |          1 |
|     5340000 |          3 |
|     5350000 |          2 |
|     5360000 |          1 |
|     5380000 |          2 |
|     5400000 |          2 |
|     5410000 |          1 |
|     5420000 |          1 |
|     5430000 |          2 |
|     5450000 |          2 |
|     5470000 |          1 |
|     5480000 |          2 |
|     5490000 |          2 |
|     5510000 |          1 |
|     5520000 |          1 |
|     5530000 |          2 |
|     5540000 |          3 |
|     5550000 |          2 |
|     5570000 |          2 |
|     5580000 |          1 |
|     5590000 |          1 |
|     5600000 |          1 |
|     5630000 |          1 |
|     5640000 |          2 |
|     5660000 |          1 |
|     5680000 |          1 |
|     5690000 |          2 |
|     5700000 |          1 |
|     5710000 |          1 |
|     5720000 |          1 |
|     5740000 |          1 |
|     5760000 |          2 |
|     5780000 |          2 |
|     5820000 |          1 |
|     5830000 |          1 |
|     5850000 |          1 |
|     5860000 |          1 |
|     5870000 |          2 |
|     5880000 |          2 |
|     5950000 |          2 |
|     5970000 |          1 |
|     6040000 |          1 |
|     6050000 |          1 |
|     6070000 |          1 |
|     6080000 |          1 |
|     6090000 |          1 |
|     6100000 |          1 |
|     6140000 |          1 |
|     6150000 |          1 |
|     6220000 |          1 |
|     6270000 |          1 |
|     6290000 |          1 |
|     6340000 |          1 |
|     6350000 |          1 |
|     6390000 |          1 |
|     6400000 |          1 |
|     6420000 |          1 |
|     6430000 |          1 |
|     6450000 |          3 |
|     6490000 |          2 |
|     6500000 |          2 |
|     6610000 |          2 |
|     6650000 |          1 |
|     6660000 |          2 |
|     6690000 |          1 |
|     6720000 |          1 |
|     6740000 |          1 |
|     6750000 |          3 |
|     6760000 |          1 |
|     6780000 |          1 |
|     6790000 |          1 |
|     6810000 |          1 |
|     6900000 |          1 |
|     6910000 |          1 |
|     6950000 |          2 |
|     6980000 |          1 |
|     6990000 |          1 |
|     7060000 |          1 |
|     7070000 |          1 |
|     7100000 |          1 |
|     7140000 |          1 |
|     7160000 |          2 |
|     7190000 |          1 |
|     7210000 |          1 |
|     7270000 |          1 |
|     7290000 |          1 |
|     7310000 |          1 |
|     7320000 |          1 |
|     7360000 |          1 |
|     7370000 |          1 |
|     7400000 |          1 |
|     7420000 |          1 |
|     7440000 |          3 |
|     7460000 |          2 |
|     7480000 |          1 |
|     7490000 |          1 |
|     7500000 |          1 |
|     7530000 |          1 |
|     7540000 |          1 |
|     7580000 |          1 |
|     7590000 |          2 |
|     7630000 |          2 |
|     7660000 |          1 |
|     7670000 |          1 |
|     7750000 |          1 |
|     7790000 |          1 |
|     7810000 |          2 |
|     7860000 |          1 |
|     7870000 |          1 |
|     7890000 |          1 |
|     7980000 |          1 |
|     8000000 |          1 |
|     8040000 |          1 |
|     8090000 |          1 |
|     8130000 |          1 |
|     8140000 |          1 |
|     8160000 |          1 |
|     8170000 |          1 |
|     8210000 |          1 |
|     8220000 |          2 |
|     8340000 |          1 |
|     8390000 |          1 |
|     8470000 |          1 |
|     8520000 |          2 |
|     8560000 |          1 |
|     8590000 |          1 |
|     8740000 |          1 |
|     8800000 |          1 |
|     8850000 |          1 |
|     8860000 |          1 |
|     8880000 |          1 |
|     8900000 |          1 |
|     9020000 |          1 |
|     9060000 |          1 |
|     9100000 |          1 |
|     9210000 |          1 |
|     9230000 |          1 |
|     9300000 |          1 |
|     9320000 |          1 |
|     9380000 |          1 |
|     9490000 |          1 |
|     9500000 |          1 |
|     9540000 |          1 |
|     9560000 |          1 |
|     9590000 |          1 |
|     9600000 |          1 |
|     9620000 |          1 |
|     9700000 |          1 |
|     9740000 |          1 |
|     9790000 |          1 |
|     9810000 |          1 |
|     9850000 |          1 |
|     9900000 |          1 |
|     9940000 |          1 |
|     9980000 |          1 |
|     9990000 |          2 |
|    10000000 |          1 |
|    10120000 |          1 |
|    10160000 |          1 |
|    10170000 |          2 |
|    10290000 |          1 |
|    10310000 |          2 |
|    10320000 |          2 |
|    10340000 |          1 |
|    10470000 |          1 |
|    10510000 |          2 |
|    10630000 |          1 |
|    10660000 |          1 |
|    10790000 |          1 |
|    10820000 |          1 |
|    10880000 |          1 |
|    10900000 |          1 |
|    10910000 |          1 |
|    11180000 |          1 |
|    11330000 |          1 |
|    11380000 |          1 |
|    11400000 |          1 |
|    11540000 |          1 |
|    11630000 |          1 |
|    11730000 |          1 |
|    11780000 |          1 |
|    11910000 |          1 |
|    11920000 |          1 |
|    12200000 |          1 |
|    12250000 |          1 |
|    12260000 |          1 |
|    12380000 |          1 |
|    12450000 |          1 |
|    12590000 |          1 |
|    12660000 |          1 |
|    12730000 |          1 |
|    12740000 |          1 |
|    12870000 |          1 |
|    13090000 |          1 |
|    13100000 |          1 |
|    13210000 |          1 |
|    13240000 |          1 |
|    13350000 |          1 |
|    13370000 |          1 |
|    13490000 |          1 |
|    13540000 |          2 |
|    13560000 |          1 |
|    13640000 |          1 |
|    13770000 |          1 |
|    13950000 |          1 |
|    14220000 |          1 |
|    14360000 |          1 |
|    14380000 |          1 |
|    14590000 |          1 |
|    14610000 |          2 |
|    14620000 |          1 |
|    14630000 |          1 |
|    14850000 |          1 |
|    14990000 |          1 |
|    15000000 |          1 |
|    15020000 |          1 |
|    15030000 |          1 |
|    15080000 |          1 |
|    15090000 |          1 |
|    15350000 |          1 |
|    15490000 |          1 |
|    15600000 |          1 |
|    15730000 |          2 |
|    15840000 |          1 |
|    16120000 |          1 |
|    16280000 |          1 |
|    16570000 |          1 |
|    17110000 |          1 |
|    17340000 |          1 |
|    17540000 |          1 |
|    17840000 |          1 |
|    17890000 |          1 |
|    17950000 |          1 |
|    18210000 |          1 |
|    18440000 |          1 |
|    18620000 |          1 |
|    18630000 |          1 |
|    19260000 |          1 |
|    19280000 |          1 |
|    19460000 |          1 |
|    19690000 |          1 |
|    20260000 |          1 |
|    20280000 |          1 |
|    21020000 |          1 |
|    21070000 |          1 |
|    21090000 |          1 |
|    21130000 |          1 |
|    21210000 |          1 |
|    21310000 |          1 |
|    21410000 |          1 |
|    21640000 |          1 |
|    21800000 |          1 |
|    22010000 |          1 |
|    23090000 |          1 |
|    23260000 |          1 |
|    23340000 |          1 |
|    24420000 |          1 |
|    24540000 |          1 |
|    24950000 |          1 |
|    25160000 |          1 |
|    25330000 |          1 |
|    25530000 |          1 |
|    26190000 |          1 |
|    26290000 |          1 |
|    26810000 |          1 |
|    26970000 |          1 |
|    27040000 |          1 |
|    27160000 |          1 |
|    27190000 |          1 |
|    27750000 |          1 |
|    27820000 |          1 |
|    28640000 |          1 |
|    28900000 |          1 |
|    29070000 |          1 |
|    29460000 |          1 |
|    29550000 |          1 |
|    29670000 |          1 |
|    30420000 |          1 |
|    31360000 |          1 |
|    31500000 |          1 |
|    32160000 |          1 |
|    32500000 |          1 |
|    32960000 |          2 |
|    33130000 |          1 |
|    34470000 |          1 |
|    37530000 |          1 |
|    38470000 |          1 |
|    38700000 |          1 |
|    40860000 |          1 |
|    42110000 |          1 |
|    45940000 |          1 |
|    49310000 |          1 |
|    49380000 |          1 |
|    49660000 |          1 |
|    51540000 |          1 |
|    52550000 |          1 |
|    52620000 |          1 |
|    54460000 |          1 |
|    55410000 |          1 |
|    57540000 |          1 |
|    58640000 |          1 |
|    59860000 |          1 |
|    59970000 |          1 |
|    60460000 |          1 |
|    61770000 |          1 |
|    62570000 |          1 |
|    64310000 |          1 |
|    64370000 |          1 |
|    66010000 |          1 |
|    66180000 |          1 |
|    69130000 |          1 |
|    70090000 |          1 |
|    73310000 |          1 |
|    76000000 |          1 |
|    76400000 |          1 |
|    76740000 |          1 |
|    77340000 |          1 |
|    81430000 |          1 |
|    82250000 |          1 |
|    84490000 |          1 |
|    84690000 |          1 |
|    85020000 |          1 |
|    85130000 |          1 |
|    86460000 |          1 |
|    96150000 |          1 |
|   106280000 |          1 |
|   109720000 |          1 |
|   120330000 |          1 |
|   120440000 |          1 |
|   126920000 |          1 |
|   142680000 |          1 |
|   149360000 |          1 |
|   161480000 |          1 |
|   166350000 |          1 |
|   169350000 |          1 |
|   185850000 |          1 |
|   189240000 |          1 |
|   195940000 |          1 |
|   215430000 |          1 |
|   243460000 |          1 |
|   277550000 |          1 |
|   301050000 |          1 |
|   409110000 |          1 |
|   567900000 |          1 |
|   742130000 |          1 |
|   766080000 |          1 |
|  1142210000 |          1 |
+-------------+------------+
1645 rows in set (1 hour 17 min 33.17 sec)

